CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPrelevement;CoordXPrel;CoordYPrel;ProjectPrel;LibelléProjection;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DatePrel;HeurePrel;DateFinPrel;HeureFinPrel;CdZoneVerticaleProspectee;MnémoZoneVerticaleProspectée;ProfondeurPrel;CdDifficultePrel;MnemoDifficultePrel;CdAccredPrel;MnemoAccredPrel;AgrePrel;CdFinalitePrel;LbFinalitePrel;CommentairesPrel;CdRdd;NomRdd;CdProducteurPrelevement;NomProducteurPrelevement;CdPreleveur;NomPreleveur
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;530396;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-01-18;14:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;531974;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-03-22;14:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;533225;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-05-16;13:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;534711;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-07-19;13:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;535537;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-09-20;15:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;536674;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-11-14;13:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;538140;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-01-17;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;539391;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-03-19;12:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;541247;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-05-22;09:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;542536;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-07-17;11:25:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;543457;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-09-17;12:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;545350;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-11-20;13:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600698;0;0;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2019-01-28;11:50:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600699;0;0;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2019-02-08;12:31:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600700;0;0;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2019-03-08;14:10:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600701;0;0;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2019-04-08;12:50:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600702;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-05-13;13:05:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600703;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-06-11;13:09:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600704;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-07-10;08:33:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600705;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-08-08;16:41:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600706;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-09-09;09:12:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600707;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-10-11;13:09:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600708;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-11-12;12:50:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;600709;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2019-12-20;10:24:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674651;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-02-12;11:11:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674652;923077;6733090;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-04-09;12:38:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674653;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-06-09;12:52:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674654;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-08-11;12:34:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674655;923078;6733084;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-10-12;13:30:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;674656;923071;6733086;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2020-12-07;14:11:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723149;923080;6733095;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-01-12;10:55:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723150;923080;6733095;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2021-02-08;13:33:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723151;923081;6733100;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-03-15;10:20:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723152;923056;6733089;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-04-12;11:05:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723153;923080;6733098;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-05-12;10:54:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723155;923081;6733095;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-07-12;10:43:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723158;923066;6733106;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-10-11;12:43:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06003600;SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ;723159;0;0;26;RGF93 / Lambert 93;3;Eau;287;Prélèvement d'eau par flacon à ouverture permanente y compris seau avec transvasement;2021-11-16;15:26:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;251473;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-02-26;11:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;251474;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-04-23;15:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;251475;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-06-25;10:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;251476;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-08-27;19:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;251477;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-10-22;13:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;251478;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-12-18;12:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06005500;SAONE A APREMONT 1;253164;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-06-26;10:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;253165;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-07-17;11:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;Chlorophylle à vol filtré : 1000 ml;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;253166;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-08-19;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;Remarque du préleveur : volume filtré = 1000 ml;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;253167;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2013-09-16;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;266410;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-01-20;12:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266411;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-02-28;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266412;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-03-14;09:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266413;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-04-10;10:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266414;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-05-14;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266415;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-06-12;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266416;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-07-09;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266417;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-08-11;10:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266418;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-09-12;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266419;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-10-13;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266420;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-11-17;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;266421;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-12-10;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06005500;SAONE A APREMONT 1;274278;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-03-20;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;274279;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-05-14;15:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;274280;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-06-03;13:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;274281;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-07-23;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;274282;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-08-21;10:32:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
06005500;SAONE A APREMONT 1;274283;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-09-15;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE)
